"species_code","date_added_on","tag_count"
"BOGU","2019-03-15","131"
"WTSP","2022-11-08","130"
"WTSP","2022-12-17","130"
"WTSP","2022-02-24","130"
"NAWA","2023-01-31","130"
"SWTH","2020-03-29","130"
"PAWA","2024-01-18","130"
"WTSP","2024-01-16","130"
"WTSP","2018-12-19","130"
"RUBL","2019-03-15","130"
"TEWA","2024-11-24","130"
"NAWA","2024-11-05","129"
"SWTH","2024-11-21","129"
"NOWA","2024-11-24","129"
"LISP","2023-01-26","129"
"DEJU","2024-11-15","129"
"LEYE","2020-10-02","129"
"PUFI","2019-03-15","129"
"HETH","2024-11-28","129"
"CANG","2022-11-30","129"
"LISP","2024-11-27","129"
"SWTH","2024-03-25","129"
"FOSP","2024-11-17","129"
"FOSP","2024-01-16","128"
"WIWA","2019-03-15","128"
"SWTH","2023-01-18","128"
"DEJU","2022-12-13","128"
"FOSP","2024-12-02","128"
"SWTH","2023-01-06","128"
"WTSP","2022-12-23","128"
"LISP","2024-11-18","128"
"PAWA","2024-02-01","128"
"DUFL","2020-10-02","128"
"LISP","2024-11-25","127"
"DEJU","2024-01-03","127"
"OVEN","2020-03-30","127"
"GRYE","2024-01-10","127"
"SAVS","2019-10-09","127"
"SWSP","2022-03-09","127"
"REVI","2022-11-21","127"
"HETH","2024-12-06","127"
"HETH","2021-08-04","127"
"WTSP","2025-01-14","127"
"WISN","2024-02-01","127"
"WTSP","2024-04-25","126"
"WCSP","2024-01-31","126"
"REVI","2023-12-04","126"
"WTSP","2023-02-17","126"
"WTSP","2024-11-10","126"
"WISN","2024-01-14","126"
"AMWI","2020-10-02","126"
"WTSP","2022-12-20","126"
"PAWA","2024-01-22","126"
"SWTH","2023-01-04","126"
"NAWA","2023-11-25","125"
"WTSP","2023-12-13","125"
"WCSP","2019-02-14","125"
"PAWA","2024-01-31","125"
"DEJU","2024-11-29","125"
"WTSP","2022-11-07","125"
"DEJU","2024-01-04","125"
"NAWA","2023-01-25","125"
"WTSP","2023-02-24","125"
"RWBL","2023-11-22","125"
"YEWA","2023-03-26","125"
"RCKI","2024-12-09","125"
"WTSP","2023-01-23","125"
"WTSP","2023-02-07","124"
"YEWA","2023-11-28","124"
"FOSP","2024-11-20","124"
"PAWA","2024-11-11","124"
"WTSP","2024-01-06","124"
"SWTH","2024-02-28","124"
"WTSP","2025-01-12","124"
"WTSP","2024-01-21","124"
"WISN","2024-12-04","124"
"RCKI","2023-01-20","123"
"WTSP","2024-10-25","123"
"GHOW","2019-03-15","123"
"SWTH","2023-03-02","123"
"PAWA","2024-11-30","123"
"SAVS","2023-11-12","123"
"DEJU","2024-11-19","123"
"WTSP","2024-04-27","123"
"SWTH","2023-01-10","123"
"REVI","2023-02-22","123"
"SWSP","2023-03-19","123"
"AMRO","2024-11-24","122"
"BRCR","2019-03-14","122"
"HETH","2024-11-10","122"
"DEJU","2022-12-16","122"
"HETH","2022-12-12","122"
"WTSP","2024-12-10","122"
"YEWA","2023-03-10","122"
"OVEN","2023-12-14","122"
"AMRO","2024-01-31","122"
"HETH","2022-12-14","122"
"COYE","2023-03-25","121"
"HETH","2024-11-11","121"
"PAWA","2024-11-21","121"
"WTSP","2021-10-30","121"
"WTSP","2024-12-12","121"
"NAWA","2022-03-09","121"
"DEJU","2023-01-05","121"
"CANG","2023-11-28","121"
"WTSP","2023-12-14","121"
"RCKI","2022-12-13","121"
"WTSP","2024-01-26","121"
"WCSP","2024-01-11","121"
"SWTH","2023-01-23","121"
"OVEN","2022-11-17","120"
"AMRE","2025-01-11","120"
"WTSP","2023-01-08","120"
"YEWA","2023-03-11","120"
"CAJA","2024-01-10","120"
"SWTH","2024-02-26","120"
"WTSP","2022-03-05","120"
"HETH","2023-01-14","120"
"WTSP","2023-01-15","120"
"AMRE","2023-01-30","120"
"WTSP","2023-02-19","120"
"WTSP","2024-01-02","120"
"AMRE","2025-01-10","119"
"WISN","2024-01-21","119"
"BTNW","2024-02-16","119"
"OVEN","2022-11-11","119"
"FOSP","2024-01-20","119"
"NOWA","2024-01-19","119"
"FOSP","2024-01-24","119"
"REVI","2025-01-09","119"
"REVI","2024-10-31","119"
"CCSP","2020-03-31","119"
"WISN","2024-01-31","119"
"RBGR","2021-10-20","119"
"RCKI","2022-12-15","119"
"OVEN","2023-12-06","118"
"NAWA","2023-02-23","118"
"VATH","2021-09-29","118"
"SWTH","2024-11-23","118"
"YBFL","2024-11-24","118"
"SWTH","2023-01-26","118"
"RNEP","2020-10-02","118"
"DEJU","2024-01-16","118"
"NSHO","2019-03-15","118"
"BLPW","2024-01-31","118"
"SWSP","2022-03-08","118"
"RCKI","2022-12-16","118"
"TEWA","2024-11-25","118"
"RWBL","2023-11-14","118"
"AMRO","2024-02-01","117"
"REVI","2024-12-13","117"
"WTSP","2023-12-19","117"
"ALFL","2024-12-04","117"
"LISP","2020-03-30","117"
"PAWA","2024-01-25","117"
"AMRO","2024-01-19","117"
"WTSP","2024-04-12","117"
"SWTH","2023-01-17","117"
"YEWA","2020-03-10","117"
"SPPI","2019-10-31","117"
"WTSP","2022-02-07","117"
"WTSP","2023-03-23","116"
"RNPH","2019-03-15","116"
"DEJU","2024-11-10","116"
"WTSP","2022-12-28","116"
"LISP","2024-11-11","116"
"LISP","2024-01-06","116"
"SWTH","2023-11-25","116"
"BLTE","2020-10-02","116"
"RCKI","2023-01-04","116"
"WTSP","2023-03-01","116"
"NAWA","2024-03-25","116"
"REVI","2022-11-14","116"
"LISP","2024-11-22","116"
"PAWA","2024-01-17","115"
"PAWA","2024-11-26","115"
"HETH","2023-02-20","115"
"HETH","2024-11-05","115"
"PAWA","2023-01-13","115"
"HETH","2024-01-21","115"
"RWBL","2023-11-13","115"
"DEJU","2022-12-12","115"
"OVEN","2022-11-21","115"
"PAWA","2023-01-10","115"
"WISN","2024-01-25","115"
"HETH","2024-11-18","115"
"HETH","2024-11-29","115"
"DEJU","2023-01-03","115"
"SWSP","2023-11-21","115"
"HETH","2023-01-08","114"
"WTSP","2024-10-26","114"
"HETH","2024-11-19","114"
"RCKI","2024-12-03","114"
"REVI","2024-12-14","114"
"WTSP","2024-02-20","114"
"LEFL","2021-10-15","114"
"PAWA","2023-01-12","114"
"REVI","2021-11-12","114"
"HETH","2024-01-03","114"
"LISP","2023-01-12","114"
"BLPW","2024-01-18","114"
"SWTH","2024-11-19","114"
"WCSP","2024-01-07","114"
"LISP","2022-11-28","114"
"PAWA","2024-11-22","114"
"NAWA","2023-12-12","114"
"SWTH","2023-02-07","114"
"CANG","2022-11-28","113"
"AMRO","2024-02-02","113"
"HETH","2024-11-08","113"
"REVI","2024-12-08","113"
"CORA","2019-03-18","113"
"NAWA","2023-03-04","113"
"PAWA","2024-01-06","113"
"LISP","2020-03-26","113"
"WTSP","2022-12-24","113"
"AMRO","2024-01-18","113"
"MAWA","2024-11-03","113"
"HETH","2022-12-17","112"
"WTSP","2025-01-16","112"
"WTSP","2023-11-20","112"
"VEER","2020-10-02","112"
"NAWA","2023-01-06","112"
"COYE","2023-03-19","112"
"AMRO","2024-12-03","112"
"AMRO","2024-01-27","111"
"YEWA","2020-03-14","111"
"NAWA","2024-12-09","111"
"YBFL","2024-01-10","111"
"PAWA","2023-01-04","111"
"PAWA","2024-01-30","111"
"HETH","2022-12-07","111"
"FOSP","2024-11-10","111"
"WISN","2023-11-21","111"
"HETH","2023-01-21","111"
"WTSP","2024-03-19","111"
"PAWA","2023-12-20","111"
"LISP","2024-02-04","110"
"FOSP","2023-01-26","110"
"WTSP","2018-09-23","110"
"NAWA","2023-01-24","110"
"YEWA","2023-03-12","110"
"SWTH","2022-01-06","110"
"WISN","2023-01-25","110"
"FOSP","2020-10-02","110"
"NOWA","2024-01-31","110"
"RWBL","2020-03-31","110"
"LISP","2024-01-17","110"
"WTSP","2020-04-17","110"
"SWTH","2023-01-09","110"
"WISN","2024-01-29","109"
"WTSP","2023-10-24","109"
"NAWA","2022-03-02","109"
"SWTH","2023-11-27","109"
"WTSP","2024-04-19","109"
"LISP","2023-01-16","109"
"BTNW","2025-01-10","109"
"PAWA","2024-12-02","109"
"WTSP","2024-04-22","109"
"AMRO","2024-01-22","109"
"MOWA","2024-11-03","109"
"WISN","2024-11-13","109"
"WTSP","2024-04-23","109"
"BLPW","2023-12-20","109"
"NAWA","2024-12-04","109"
"GRYE","2024-01-09","108"
"YRWA","2024-01-12","108"
"NAWA","2024-10-28","108"
"COYE","2023-03-24","108"
"ATSP","2024-01-12","108"
"CAJA","2024-01-12","108"
"YRWA","2021-08-05","108"
"LISP","2024-12-05","108"
"WIWR","2023-01-25","108"
"SWTH","2023-01-03","108"
"WTSP","2024-03-18","108"
"RCKI","2023-01-10","108"
"BLPW","2024-02-02","108"
"MAWR","2023-11-28","108"
"FRGU","2020-10-02","108"
"HETH","2022-12-22","107"
"RCKI","2023-01-13","107"
"BLPW","2024-02-01","107"
"WTSP","2023-11-14","107"
"WCSP","2020-01-12","107"
"SWTH","2022-03-07","107"
"RCKI","2024-11-18","107"
"NAWA","2022-11-15","107"
"HETH","2022-03-09","107"
"REVI","2024-11-01","107"
"HETH","2024-10-31","107"
"LISP","2024-01-22","107"
"YERA","2023-10-23","107"
"BLPW","2019-03-14","107"
"DEJU","2023-01-13","107"
"DEJU","2024-01-20","106"
"REVI","2023-12-14","106"
"NAWA","2024-10-31","106"
"COYE","2023-03-26","106"
"WTSP","2018-09-26","106"
"WTSP","2022-11-23","106"
"SWTH","2023-11-20","106"
"WTSP","2023-03-03","106"
"COYE","2023-11-28","106"
"HETH","2024-02-04","106"
"WISN","2024-01-03","106"
"WTSP","2024-10-23","106"
"GWTE","2020-10-02","106"
"PBGR","2019-03-14","106"
"AMRO","2024-01-30","106"
"SWTH","2023-01-21","106"
"SWTH","2024-01-25","105"
"OVEN","2022-11-22","105"
"SWTH","2023-02-20","105"
"AMRO","2024-01-17","105"
"WTSP","2023-02-18","105"
"LISP","2022-11-29","105"
"OVEN","2022-11-14","105"
"HETH","2024-11-15","105"
"SWTH","2018-11-03","105"
"SWTH","2024-11-05","105"
"LISP","2024-11-30","105"
"HETH","2024-01-06","105"
"REVI","2024-02-08","105"
"RCKI","2024-01-09","105"
"PAWA","2024-12-06","105"
"WEME","2019-10-10","105"
"NOWA","2024-02-01","105"
"NOWA","2023-12-20","105"
"DEJU","2022-12-15","105"
"WTSP","2020-05-28","105"
"WISN","2024-12-03","105"
"RCKI","2024-01-18","105"
"LISP","2024-01-27","105"
"YEWA","2020-03-22","104"
"WIWR","2023-11-23","104"
"WTSP","2020-03-28","104"
"REVI","2025-01-11","104"
"REVI","2023-12-06","104"
"LEFL","2021-10-20","104"
"CANG","2022-12-01","104"
"WTSP","2024-11-06","104"
"REVI","2022-01-06","104"
"SWTH","2025-01-14","104"
"HETH","2024-01-02","104"
"NAWA","2023-03-18","104"
"SWTH","2025-01-16","104"
"WTSP","2019-10-14","104"
"LISP","2023-11-21","104"
"YEWA","2020-03-09","104"
"WTSP","2018-11-18","104"
"STGR","2019-03-15","104"
"WISN","2024-12-02","104"
"HETH","2022-11-15","103"
"WTSP","2023-02-01","103"
"NAWA","2023-03-17","103"
"REVI","2022-11-11","103"
"DEJU","2024-11-12","103"
"HETH","2023-03-18","103"
"OVEN","2024-12-13","103"
"MALL","2019-03-14","103"
"LISP","2023-12-20","103"
"WISN","2024-11-24","103"
"WCSP","2024-01-30","103"
"WISN","2024-02-02","103"
"WISN","2024-01-30","103"
"LISP","2022-12-15","103"
"GCKI","2023-01-30","103"
"SWTH","2024-12-05","103"
"LEYE","2019-03-15","103"
"WTSP","2025-01-17","102"
"WTSP","2020-09-21","102"
"HETH","2024-01-04","102"
"YRWA","2024-01-09","102"
"WTSP","2022-12-21","102"
"SAVS","2022-12-16","102"
"WEME","2019-10-27","102"
"BHCO","2019-03-14","102"
"WISN","2024-11-26","102"
"BLPW","2024-01-17","102"
"AMGO","2020-10-02","102"
"OVEN","2023-02-22","102"
"WISN","2024-11-23","102"
"LISP","2024-01-30","102"
"DEJU","2023-01-11","102"
"WTSP","2018-11-19","101"
"DEJU","2024-12-06","101"
"RCKI","2024-01-11","101"
"YBFL","2023-01-18","101"
"WTSP","2024-10-27","101"
"HETH","2022-12-23","101"
"HETH","2022-12-09","101"
"YERA","2023-10-28","101"
"WISN","2024-11-22","101"
"DEJU","2024-01-05","101"
"NAWA","2024-12-11","101"
"AMRO","2024-01-15","101"
"WTSP","2021-11-10","101"
"AMRO","2024-01-25","101"
"WISN","2024-11-18","101"
"HETH","2023-03-04","101"
"NAWA","2025-01-16","101"
"RBGR","2019-03-18","101"
"WTSP","2025-01-13","101"
"SWTH","2023-11-14","101"
"REVI","2023-12-08","100"
"HETH","2024-01-28","100"
"WTSP","2020-04-11","100"
"SWTH","2023-11-18","100"
"REVI","2021-11-25","100"
"OVEN","2021-11-12","100"
"YEWA","2022-08-28","100"
"CANG","2024-01-12","100"
"WTSP","2019-03-29","100"
"LISP","2024-01-03","100"
"RWBL","2019-03-06","100"
"SAVS","2018-11-28","100"
"LBCU","2019-03-15","100"
"SWTH","2019-03-06","100"
"REVI","2025-01-10","100"
"NAWA","2022-11-16","100"
"WTSP","2020-05-24","100"
"NAWA","2022-11-17","100"
"AMRE","2025-01-09","100"
"BLJA","2019-03-14","100"
"HETH","2023-01-02","100"
"DEJU","2023-01-16","100"
"AMRO","2024-12-04","99"
"SWSP","2024-01-12","99"
"NAWA","2023-03-16","99"
"WTSP","2023-12-08","99"
"PAWA","2024-02-02","99"
"SAVS","2024-11-24","99"
"REVI","2024-02-15","99"
"WTSP","2024-03-20","99"
"WTSP","2023-01-22","99"
"PAWA","2024-01-05","99"
"HETH","2022-12-06","99"
"RWBL","2023-11-07","99"
"WTSP","2022-11-18","99"
"SWTH","2023-12-04","99"
"SWTH","2023-01-07","99"
"TEWA","2020-03-30","99"
"REVI","2022-11-18","99"
"OVEN","2023-12-08","99"
"SWSP","2023-03-18","99"
"WTSP","2024-12-14","99"
"WTSP","2023-02-10","99"
"WTSP","2020-04-06","99"
"NOWA","2020-10-02","99"
"WIWR","2025-01-11","99"
"RCKI","2024-11-23","98"
"AMRO","2024-02-04","98"
"WTSP","2022-11-25","98"
"REVI","2024-12-10","98"
"HETH","2024-01-05","98"
"DEJU","2022-12-19","98"
"YRWA","2024-11-04","98"
"WTSP","2023-02-11","98"
"REVI","2024-10-24","98"
"NOWA","2024-01-11","98"
"SWTH","2024-12-07","98"
"WTSP","2022-12-07","98"
"BAOR","2019-03-15","97"
"WTSP","2018-09-20","97"
"YEWA","2020-02-28","97"
"YEWA","2021-11-25","97"
"WEME","2018-11-27","97"
"BTNW","2025-01-17","97"
"CANG","2024-01-18","97"
"TEWA","2022-11-15","97"
"BLPW","2024-01-08","97"
"MAWA","2024-12-04","97"
"WTSP","2023-12-15","97"
"AMRO","2022-02-04","97"
"CAJA","2024-11-24","97"
"WIWR","2023-01-18","97"
"AMRO","2024-01-14","97"
"SWSP","2024-02-02","97"
"YERA","2023-11-29","97"
"SAVS","2024-01-12","97"
"WTSP","2024-04-24","97"
"MAWA","2023-02-21","97"
"AMRO","2024-02-07","96"
"BLPW","2024-01-11","96"
"MAWR","2023-11-01","96"
"ALFL","2023-01-20","96"
"RWBL","2023-11-11","96"
"VATH","2021-11-09","96"
"WTSP","2019-10-24","96"
"WTSP","2023-01-29","96"
"NOWA","2024-12-04","96"
"WTSP","2018-12-26","96"
"CHIK","2019-03-15","96"
"PAWA","2024-12-05","96"
"AMBI","2020-10-02","96"
"REVI","2022-11-23","96"
"NAWA","2024-04-13","96"
"SAVS","2018-11-27","95"
"FOSP","2024-11-29","95"
"SWTH","2024-11-08","95"
"SWTH","2018-09-23","95"
"BLPW","2024-01-15","95"
"WEME","2019-10-25","95"
"WIWR","2023-01-20","95"
"WTSP","2024-02-15","95"
"WEME","2018-11-28","95"
"PAWA","2022-12-13","95"
"DEJU","2022-12-07","95"
"OVEN","2022-11-20","95"
"COYE","2023-03-18","95"
"WCSP","2019-02-13","95"
"SWTH","2024-11-29","95"
"RWBL","2023-11-21","95"
"PAWA","2024-02-04","95"
"WTSP","2020-03-17","95"
"RCKI","2024-11-21","95"
"DEJU","2023-01-07","95"
"BLPW","2024-01-06","95"
"STGR","2024-01-09","95"
"SEWR","2019-03-15","95"
"WCSP","2024-01-14","95"
"WTSP","2024-11-14","95"
"WCSP","2024-01-15","94"
"WTSP","2023-01-28","94"
"SWTH","2024-10-29","94"
"WISN","2022-11-29","94"
"SWTH","2019-10-24","94"
"REVI","2024-12-20","94"
"NAWA","2022-03-03","94"
"SWSP","2024-01-13","94"
"WIWR","2023-01-10","94"
"LISP","2020-03-31","94"
"SWTH","2023-02-10","94"
"PAWA","2024-11-17","94"
"PAWA","2024-11-28","94"
"WEME","2019-02-26","94"
"HETH","2024-10-28","94"
"WISN","2024-11-20","94"
"RCKI","2023-01-17","94"
"HETH","2023-01-01","94"
"SWTH","2019-10-14","94"
"WISN","2024-11-12","94"
"YRWA","2024-11-25","94"
"WTSP","2019-04-19","94"
"OSFL","2023-01-18","93"
"NESP","2019-03-15","93"
"RCKI","2024-12-06","93"
"RCKI","2024-12-08","93"
"NOWA","2024-12-03","93"
"AMRO","2024-01-11","93"
"DEJU","2024-01-02","93"
"NAWA","2023-11-21","93"
"WTSP","2019-04-17","93"
"CANG","2023-11-20","93"
"PAWA","2023-01-16","93"
"AMRO","2024-01-07","93"
"BTNW","2023-11-20","93"
"SWSP","2024-02-01","93"
"ATSP","2024-01-09","93"
"MAWA","2024-03-25","93"
"WTSP","2023-12-07","93"
"WTSP","2022-11-13","93"
"NAWA","2022-11-08","93"
"WCSP","2024-01-26","92"
"CAJA","2024-01-13","92"
"OVEN","2023-01-02","92"
"WTSP","2023-10-27","92"
"CONI","2023-02-22","92"
"CSWA","2024-11-05","92"
"WCSP","2024-02-01","92"
"SOSA","2019-03-14","92"
"AMRO","2024-12-09","92"
"SWTH","2024-02-15","92"
"NOWA","2024-11-18","92"
"WTSP","2018-12-28","92"
"RCKI","2023-01-16","92"
"CCSP","2020-03-29","92"
"WTSP","2024-03-04","92"
"YEWA","2021-11-11","92"
"SAVS","2019-02-26","92"
"MAWA","2024-10-29","92"
"WTSP","2022-02-14","92"
"MAWA","2024-12-06","92"
"BAIS","2019-10-10","92"
"WTSP","2022-04-02","92"
"WTSP","2023-12-18","92"
"SWTH","2022-12-15","92"
"SWTH","2020-04-12","92"
"WTSP","2023-01-01","91"
"ALFL","2024-11-24","91"
"WIWA","2024-01-12","91"
"AMWI","2019-03-14","91"
"SWTH","2025-01-17","91"
"RCKI","2023-01-12","91"
"WCSP","2024-01-29","91"
"MAWR","2023-11-04","91"
"WCSP","2024-01-17","91"
"SWTH","2024-10-31","91"
"HETH","2022-11-21","91"
"OVEN","2024-12-09","91"
"SWTH","2019-04-19","91"
"SWSP","2023-03-20","91"
"WTSP","2024-03-22","91"
"ALFL","2024-12-06","91"
"YEWA","2020-03-15","91"
"NOWA","2024-01-22","91"
"HETH","2021-11-09","91"
"YEWA","2020-03-23","91"
"NAWA","2024-12-05","91"
"HETH","2023-03-02","91"
"WIWR","2025-01-09","91"
"CORA","2020-02-02","91"
"OSFL","2023-01-20","90"
"BTNW","2023-01-24","90"
"WTSP","2019-10-17","90"
"HETH","2021-10-29","90"
"YRWA","2023-11-23","90"
"CANG","2024-01-19","90"
"NAWA","2024-12-06","90"
"OVEN","2020-03-27","90"
"WCSP","2024-01-16","90"
"AMRO","2020-03-30","90"
"SAVS","2024-01-10","90"
"PAWA","2024-11-15","90"
"AMRO","2024-11-28","90"
"SWTH","2020-03-31","90"
"PAWA","2022-12-15","90"
"LISP","2024-01-20","90"
"WTSP","2021-09-28","90"
"TEWA","2018-09-23","90"
"NOWA","2024-01-08","90"
"SWTH","2022-11-21","90"
"GHOW","2019-03-14","90"
"REVI","2024-12-04","90"
"FOSP","2021-10-14","89"
"ALFL","2023-02-22","89"
"FOSP","2023-12-18","89"
"REVI","2024-03-25","89"
"HETH","2024-11-02","89"
"SWTH","2024-12-04","89"
"WTSP","2024-02-08","89"
"WISN","2024-11-08","89"
"RCKI","2024-01-13","89"
"WTSP","2023-02-16","89"
"WTSP","2024-12-20","89"
"SWTH","2019-10-17","89"
"WISN","2024-11-17","89"
"REVI","2024-02-05","89"
"NOWA","2024-01-06","89"
"RWBL","2023-11-06","89"
"HETH","2023-01-31","89"
"TEWA","2024-12-09","89"
"REVI","2024-02-06","89"
"LISP","2022-12-16","89"
"HETH","2022-12-20","89"
"RCKI","2024-11-26","89"
"OVEN","2022-01-06","89"
"TEWA","2022-11-20","89"
"WTSP","2022-03-04","89"
"WTSP","2023-11-25","89"
"REVI","2025-01-02","89"
"OVEN","2024-12-14","88"
"SAVS","2023-01-20","88"
"REVI","2023-11-28","88"
"OVEN","2020-03-29","88"
"FOSP","2024-01-28","88"
"OVEN","2022-08-28","88"
"SWTH","2022-11-16","88"
"DEJU","2023-12-19","88"
"AMRO","2024-11-25","88"
"PAWA","2022-12-16","88"
"WISN","2023-01-26","88"
"WTSP","2022-02-18","88"
"SWSP","2023-11-14","88"
"LISP","2023-12-19","88"
"WTSP","2024-02-29","88"
"MAWA","2023-11-23","88"
"CHSP","2020-03-26","88"
"SWTH","2022-11-19","88"
"YBFL","2023-01-19","88"
"NAWA","2024-04-17","88"
"DEJU","2022-12-09","88"
"YERA","2023-11-30","88"
"LISP","2024-01-29","88"
"LEFL","2021-10-14","88"
"DEJU","2022-12-06","88"
"SWTH","2021-08-05","88"
"RCKI","2024-01-08","88"
"YRWA","2024-01-17","88"
"YEWA","2020-03-11","88"
"AMRO","2024-11-26","88"
"YRWA","2023-11-24","88"
"BOCH","2020-10-02","88"
"RWBL","2023-03-17","88"
"YRWA","2020-03-26","87"
"LISP","2024-12-02","87"
"WCSP","2024-01-06","87"
"AMRO","2024-01-26","87"
"OSFL","2024-01-12","87"
"WTSP","2018-10-03","87"
"HETH","2022-11-24","87"
"WISN","2024-11-16","87"
"NOWA","2024-11-16","87"
"SPPI","2019-10-09","87"
"OVEN","2024-03-25","87"
"WTSP","2021-11-15","87"
"PAWA","2024-12-09","87"
"OVEN","2025-01-03","87"
"DEJU","2023-01-06","87"
"SWTH","2024-11-01","87"
"SOSP","2023-03-11","87"
"WTSP","2024-02-09","87"
"YRWA","2024-11-21","87"
"KILL","2019-03-14","87"
"SAVS","2024-01-09","87"
"HAWO","2019-03-14","87"
"CEDW","2020-10-02","87"
"REVI","2022-11-07","87"
"PAWA","2024-11-10","87"
"SWTH","2020-03-25","87"
"LISP","2023-01-04","87"
"WTSP","2022-12-06","86"
"PAWA","2024-11-20","86"
"LISP","2023-01-17","86"
"SWTH","2024-12-02","86"
"RCKI","2024-11-17","86"
"LISP","2024-11-12","86"
"LISP","2023-01-10","86"
"HETH","2023-12-18","86"
"WTSP","2020-03-14","86"
"WISN","2024-01-06","86"
"WTSP","2018-11-25","86"
"SWTH","2024-11-16","86"
"CCSP","2019-02-26","86"
"BTNW","2025-01-16","86"
"MODO","2019-03-18","86"
"NAWA","2023-01-13","86"
"WIWR","2025-01-10","86"
"YBFL","2019-03-15","86"
"WTSP","2020-03-21","86"
"WTSP","2023-12-10","86"
"NAWA","2025-01-09","86"
"WTSP","2019-03-07","86"
"CAJA","2024-01-09","86"
"BLPW","2024-01-22","86"
"RCKI","2024-12-07","86"
"SWTH","2024-11-18","86"
"DEJU","2023-01-21","86"
"SWSP","2023-11-20","86"
"WCSP","2024-01-23","86"
"WISN","2024-01-05","86"
"BTNW","2023-11-24","86"
"CCSP","2019-03-06","86"
"DEJU","2023-01-17","86"
"CANG","2024-01-15","86"
"FOSP","2024-11-12","86"
"TEWA","2019-03-06","85"
"YEWA","2023-03-23","85"
"NOWA","2024-11-21","85"
"SWTH","2024-12-03","85"
"HETH","2024-11-12","85"
"WTSP","2021-11-21","85"
"SOSP","2023-03-10","85"
"OSFL","2024-01-13","85"
"WTSP","2024-02-22","85"
"NOWA","2024-11-13","85"
"NAWA","2024-11-02","85"
"OSFL","2024-01-10","85"
"REVI","2022-11-20","85"
"AMRO","2024-02-12","85"
"WTSP","2022-02-02","85"
"YEWA","2021-11-15","85"
"NAWA","2024-12-13","85"
"HETH","2023-02-23","85"
"YERA","2023-10-20","85"
"WTSP","2020-03-23","85"
"CORA","2020-02-19","85"
"REVI","2024-12-06","85"
"SWSP","2024-01-19","85"
"AMRO","2024-11-03","85"
"AMRO","2020-03-31","84"
"WTSP","2020-04-12","84"
"OVEN","2021-10-15","84"
"SAVS","2023-01-12","84"
"SWTH","2023-12-12","84"
"SWTH","2018-09-25","84"
"HETH","2024-12-09","84"
"WTSP","2023-03-10","84"
"WISN","2024-11-28","84"
"WTSP","2024-01-03","84"
"YEWA","2024-02-02","84"
"SWTH","2024-02-16","84"
"SAVS","2019-03-06","84"
"DEJU","2019-03-18","84"
"REVI","2022-08-28","84"
